ID,Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
35C58B7F,Nhân Viên Kinh Doanh Quốc Tế,Antesco,Hồ Chí Minh An Giang,Lương: Cạnh tranh,17-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-quoc-te.35C58B7F.html
35C58B7F,Nhân Viên Kinh Doanh Quốc Tế,Antesco,Hồ Chí Minh An Giang,Lương: Cạnh tranh,17-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-quoc-te.35C58B7F.html
35C58B7A,Trưởng Phòng Kinh Doanh Quốc Tế,Antesco,Hồ Chí Minh An Giang,Lương: Cạnh tranh,17-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-quoc-te.35C58B7A.html
35C58F43,NHÂN VIÊN MEDIA,Bảo mật,Đồng Nai,Lương: Cạnh tranh,17-10-2025,26-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-media.35C58F43.html
35C58C80,Kế Toán Nội Bộ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KỸ THUẬT HÙNG PHÁT,Hồ Chí Minh,Lương: 8 Tr - 10 Tr VND,17-10-2025,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C58C80.html
35C59021,Manufacturing Manager (Shuttle Bus Provided from Ho Chi Minh City),CÔNG TY TNHH BUSINESS EDGE PERSONNEL SERVICES,Long An,Lương: Cạnh tranh,17-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/manufacturing-manager-shuttle-bus-provided-from-ho-chi-minh-city.35C59021.html
35C58B89,Nhân Viên Kinh Doanh Nội Địa,Antesco,Hồ Chí Minh An Giang,Lương: Cạnh tranh,17-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-noi-dia.35C58B89.html
35C59069,Nhân Viên Phiên Dịch Tiếng Hàn,"HANSEM VIETNAM CO.,LTD",Hồ Chí Minh,Lương: Cạnh tranh,17-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phien-dich-tieng-han.35C59069.html
35C58F72,Nhân Viên Pháp Chế,Công ty TNHH Minh Long I,Bình Dương,Lương: 12 Tr - 15 Tr VND,17-10-2025,26-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phap-che.35C58F72.html
35C58FEF,GIÁM SÁT THI CÔNG VÀ QS MỚI RA TRƯỜNG/ÍT KINH NGHIỆM,Công Ty TNHH Xây Dựng và Nội Thất Cao Cấp Alliance,Hà Nội Đà Nẵng Hồ Chí Minh,Lương: Cạnh tranh,17-10-2025,26-10-2025,https://careerviet.vn/vi/tim-viec-lam/giam-sat-thi-cong-va-qs-moi-ra-truong-it-kinh-nghiem.35C58FEF.html
