ID,Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
35C5AF1A,Kỹ sư Thiết kế PCB (PCB Design Engineer) (Mới),CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (BIÊN HÒA),Đồng Nai,Lương: Cạnh tranh,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-pcb-pcb-design-engineer.35C5AF1A.html
35C5AF1A,Kỹ sư Thiết kế PCB (PCB Design Engineer) (Mới),CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (BIÊN HÒA),Đồng Nai,Lương: Cạnh tranh,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-pcb-pcb-design-engineer.35C5AF1A.html
35C5AF19,Chuyên Viên Cao Cấp Phát Triển Sản Phẩm Giao Dịch Chứng Khoán (Mới),Công Ty CP Chứng Khoán VNDIRECT,Hà Nội,Lương: Cạnh tranh,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phat-trien-san-pham-giao-dich-chung-khoan.35C5AF19.html
35C5AF18,HƯNG YÊN - NHÂN VIÊN PHIÊN DỊCH TIẾNG NHẬT (Mới),Công ty TNHH AOBA Việt Nam,Hưng Yên,Lương: 15 Tr - 20 Tr VND,10-10-2025,10-11-2025,https://careerviet.vn/vi/tim-viec-lam/hung-yen-nhan-vien-phien-dich-tieng-nhat.35C5AF18.html
35C5AEF7,"Kế Toán Bán Hàng, Lên Đơn Hàng (Mới)",Công ty Cổ phần XNK Phụ tùng Ô Tô TDC,Hà Nội,"Lương: Trên 8,5 Tr VND",10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-ban-hang-len-don-hang.35C5AEF7.html
35C5AEEA,Nhân Viên Kinh Doanh (Mới),Công ty Cổ phần XNK Phụ tùng Ô Tô TDC,Hà Nội Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C5AEEA.html
35C5AEF1,Nhân Viên Kho Kiêm Giao Hàng (Mới),Công ty Cổ phần XNK Phụ tùng Ô Tô TDC,Hà Nội,Lương: 10 Tr - 12 Tr VND,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kho-kiem-giao-hang.35C5AEF1.html
35C5AEE9,Nhân Viên Kế Toán (Mới),Công ty Cổ phần XNK Phụ tùng Ô Tô TDC,Hà Nội,"Lương: 7,5 Tr - 9 Tr VND",10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan.35C5AEE9.html
35C5AF17,Kế toán tổng hợp (Mới),Công Ty TNHH Bất Động Sản RECO,Hồ Chí Minh,Lương: 10 Tr - 25 Tr VND,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C5AF17.html
35C5AF16,Chuyên Viên Kinh Doanh Bất Động Sản (Mới),Công Ty Cổ Phần Đầu Tư Reco,Hồ Chí Minh,Lương: Trên 15 Tr VND,10-10-2025,05-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-bat-dong-san.35C5AF16.html
35C5AF11,Thực tập sinh Vận hành/ Operations Intern (3 tháng) (Mới),DIAG,Hồ Chí Minh,Lương: 5 Tr - 7 Tr VND,10-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-van-hanh-operations-intern-3-thang.35C5AF11.html
35C5AF10,CHUYÊN VIÊN CHẤT LƯỢNG DỊCH VỤ (Mới),TẬP ĐOÀN HOÀN CẦU,Hồ Chí Minh,Lương: Cạnh tranh,10-10-2025,10-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chat-luong-dich-vu.35C5AF10.html
35C5AF0E,PHÓ PHÒNG CHẤT LƯỢNG DỊCH VỤ (Mới),TẬP ĐOÀN HOÀN CẦU,Hồ Chí Minh,Lương: Cạnh tranh,10-10-2025,10-11-2025,https://careerviet.vn/vi/tim-viec-lam/pho-phong-chat-luong-dich-vu.35C5AF0E.html
35C5AF0D,Chuyên viên khách hàng doanh nghiệp vi mô (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội Dak Lak Lâm Đồng,Lương: Cạnh tranh,10-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-doanh-nghiep-vi-mo.35C5AF0D.html
35C5AF0C,Lab Technician (Molecular) / Kỹ thuật viên xét nghiệm (Sinh học phân tử) (Mới),DIAG,Hồ Chí Minh,Lương: 8 Tr - 15 Tr VND,10-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/lab-technician-molecular-ky-thuat-vien-xet-nghiem-sinh-hoc-phan-tu.35C5AF0C.html
35C5A842,Product Manager (Mới),"Hoang Duc Pharmaceutical & Medical Supplies co, Ltd.",Hồ Chí Minh,Lương: Cạnh tranh,10-10-2025,10-11-2025,https://careerviet.vn/vi/tim-viec-lam/product-manager.35C5A842.html
35C5AF08,Nhân viên bán hàng tại showroom (Mới),HEXAGON - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Hà Nội,Lương: 8 Tr - 15 Tr VND,10-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-tai-showroom.35C5AF08.html
35C5AF07,Host Livestream Management Team Leader (Mới),Công ty TNHH Onpoint,Hồ Chí Minh,Lương: Cạnh tranh,10-10-2025,10-11-2025,https://careerviet.vn/vi/tim-viec-lam/host-livestream-management-team-leader.35C5AF07.html
35C5AF04,Chuyên viên kế hoạch và truyền thông (Mới),CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VẬT TƯ GIAO THÔNG,Hà Nội,Lương: 15 Tr - 20 Tr VND,10-10-2025,09-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-hoach-va-truyen-thong.35C5AF04.html
35C5AF05,Healthcare Center Manager - Vita Clinic (Mới),California Wellness Group,Hồ Chí Minh,Lương: 30 Tr - 90 Tr VND,10-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/healthcare-center-manager-vita-clinic.35C5AF05.html
35C5AF03,Data Intelligence Analyst - RED2 Digital agency (Mới),California Wellness Group,Hồ Chí Minh,Lương: Cạnh tranh,10-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/data-intelligence-analyst-red2-digital-agency.35C5AF03.html
35C59260,Import–Export Officer  (6-Month Contract),Công ty cổ phần Nafoods Group,Hồ Chí Minh,Lương: 10 Tr - 18 Tr VND,11-10-2025,N/A,https://careerviet.vn/vi/tim-viec-lam/import-export-officer-6-month-contract.35C59260.html
